ID,Description,Entry_ID,Comment,Grammar_Comment,Media_IDs,Semantic_Domain,Synonym,alt_translation2
SN004008,"attend school; go to school, study; learn; be taught",sikuuru_2,,,45214e11702b22f7e160fb50bdbfd25a ; ebf6590ca66bbee7502304a2dab578fa,cognition,,
SN004009,learn; be trained in,sikuuru_ni,,,,cognition,,
SN004010,have school in (a language),sikuuru_ni,,,,cognition,,
SN004011,two days before yesterday,simatonanee,,,,time,,
SN004012,cement,simeere_1,,,,substances,,
SN004013,cement grave,simeere_2,,,,culture,,
SN004014,woman in the moon,Simura,,,99c3ef49f10b41cd508fa50794785a0c,environment,,
SN004015,(with verbs of thought) erroneously,sin,,,,cognition,,
SN004016,black dye or face paint which is produced by crushing charcoal into powder and mixing it with coconut oil,sina,,,,body & health,,
SN004017,mother; mother's sister,sina-,,,,kinship,,
SN004018,a peg which is sharpened at one end and inserted into the float of the outrigger and tied onto the platform attached to the canoe,sinaka,,,261c655641bfe080cb3bc2041423945a ; 3bbc0d5db2162a4ddfe9e643b5f4a878,boats & other means of transport,,
SN004019,stick used to get the sea-sausage sea-sausage out of the shell,sinaka,,,b31035e91b71b8befcca724d03b3972b,tools & weapons,,
SN004020,your (sg.) mother,sinaman,,,,kinship,,
SN004021,our mother,sinamanam,,,,kinship,,
SN004022,your (pl.) mother,sinameam,,,,kinship,,
SN004023,someone's mother,sinana_1,,,,kinship,,
SN004024,mother (generic use),sinana_2,,,,kinship,,
SN004025,(of a woman) be responsible for something (lit.be the mother of something),sinana_ni,,,,persons,,
SN004026,his or her mother or aunt on the mother's side,sinanae,,,,kinship,,
SN004027,someone's mother,sinane,The inalienably possessed noun <sina-> carries the 3rd person singular possessive marker and hosts the enclitic singular article of the first class.,,,kinship,,
SN004028,plait one's hair; plait a string,sinano,,,,clothing & grooming,,
SN004029,our mother,sinaraara,,,,kinship,,
SN004030,mother of the ...,sinario,,,,kinship,,
SN004031,their mother; their mother's sister,sinariori,,,,kinship,,
SN004032,"Red Snapper, a red fish similar to the aranavi",sinarona,,,2f4366cd389a899f1af11b95fe1af650,"animals, fishes",,Lutjanus bohar ; Lutjanidae
SN004033,seize a place; attack somebody or something,sinavusu,,,,unclassified,,
SN004034,somebody's mother,sine,The form <sina-n=> is fused with the basic singular article of the first class.,,,kinship,,
SN004035,canoe with an outrigger,sinivi_1,,,6dee4de3d254e70d859f4fecd30aa91a,boats & other means of transport,,
SN004036,"Blackboard Tree, a hard wood tree used for making canoes",sinivi_2,,,114c808d68b7512deb6eb9b68ea4d363 ; 47436d44e1fcb848982b917879e9dd5a ; 31d4d0c540bb23ec173b7e88f8b3dab5,plants,,alstonia scholaris
SN004037,canoe full of fish; the fish in the canoe,sinivi_iana,,,,containers,,
SN004038,original Bougainville canoe (in contrast to imported types of canoe),sinivi_suuna,,,04d2fb56f899f298702045ec9e9882c1,boats & other means of transport,,
SN004039,(of humans and animals) bone,sinoo_1,,,42b5d2646d286a44dc2510c1ad63e404,body & health,,
SN004040,(of leaves) midrib,sinoo_1,,,0194d81d08ff943afc0076a9c99772e4,plants,,
SN004041,frame (of a house or a fishing net),sinoo_2,,,45d621607992162b9be535d76b7f808b ; 5f0d2f646aa949d29d61f14852429789,tools & weapons ; house,,
SN004042,the midrib of the coconut frond,sinoo_no_pihae,,,7762a1ec93566a6d1202a49f22d05e91 ; f6ab0004c5855f09319134c68ea88a7c,plants,,
SN004043,(of leaves) midrib,sinoo_vaa_tobina,,,4c5a03d531e9066ed77190b5613f3ac7,plants,,
SN004044,full of bones; bony,sinosinoana,,,55e4856b43d0182238104540d92e29cb,body & health,,
SN004045,Willie Wagtail,sinsintogeren,,,5f5818fcf6a404e40615cc783189c0ba,"animals, birds",,Rhipidura leucophrys
SN004046,shirt,sioti,,,,clothing & grooming,,
SN004047,leak,sipii,,,,house,,
SN004048,Solomon's Flowerpecker,sipirito,,,29d2ef417275497a40bedd4819514d90,"animals, birds",,
SN004049,have the vaasipoana ceremony; be blessed,sipoana_1,,,,culture,,
SN004050,"bless (a child) through a ceremony called ""vaasipoana""",sipoana_1,,,,,,
SN004051,do the blessing ceremony of somebody with something,sipoana_1,,,,,,
SN004052,blessing,sipoana_2,'blessed' is only an approximation. The 'blessing' is done in the Vaasipoana ceremony for children and in some other kind of ceremony for canoes.,,,culture,,
SN004053,sheep,sipsip,,,c48d06e44921ad3fc28478dc56358275,"animals, mammals",,
SN004054,spoon,sipun,loanword,,,tools & weapons,,
SN004055,sneeze,siraviki,,,,body & health,,
SN004056,"tear something off; split something (e.g. leaves, pieces of cloth, ropes)",siri_1,,,4c5a03d531e9066ed77190b5613f3ac7,removal,,
SN004057,swim causing a wave (said of a school of little fish like vahara aasun 'baby tuna fish'),siri_2,,,,motion,,
SN004058,tear off the midribs of sago palm leaves,siri_atovo,,,4c5a03d531e9066ed77190b5613f3ac7,removal ; house,,
SN004059,tear something off something,siri_kahi,,,4c5a03d531e9066ed77190b5613f3ac7,removal,,
SN004060,tear something into strips,siri_kopaa,,,1dd6867c4ae41347382aa72e6e084376,unclassified,,
SN004061,tear something into thin strips,siri_vakiririi,,,,unclassified,,
SN004062,tear something into narrow strips,sirisiri,,,,unclassified,,
SN004063,mirror,siroaka_1,,,,unclassified,,
SN004064,the hollow between the stem and a branch,siroaka_2,,,,plants,,
SN004065,"very, very little",sirusirutaa,,,,dimensional properties,,
SN004066,sprinkle something on something,sisi_1,The direct object denotes the thing onto which something is sprinkled. The things sprinkled are encoded by an adverb or a prepositional phrase introduced by <te>.,,,fishing,,
SN004067,kind of parrot,sisi_2,,,f81f7be4e5a559f61aee09a1a329be4d,"animals, birds",,
SN004068,bathe; bathe someone; wash someone,sisibu,,,0ba31046c8ed27841a8fe55820117d57,body & health,,
SN004069,bathe with something,sisibu_ni,,,,body & health,,
SN004070,wash something off,sisibu_ni,,,,removal,,
SN004071,wash someone; bathe someone,sisibuu,,,,body & health,,
SN004072,crush (nuts),sisiki,,,,food & drink,,
SN004073,spy; watch somebody secretly; scout,sisikooru,,,,perception,,
SN004074,spy on somebody,sisikooru_ni,,,,social interaction,,
SN004075,Rainbow Lorikeet,sisimarai,,,f81f7be4e5a559f61aee09a1a329be4d ; b636dd6f0272a687ec7337fe3be7568a,"animals, birds",,Trichoglossus haematodus
SN004076,examine something/someone,sisira_1,,,,perception,,
SN004077,observe,sisira_1,,,,perception,,
SN004078,dragonfly,sisiruene,,,0bec07ba638308fcf210c7fa90da6587,"animals, insects",,
SN004079,"Sitaegoraa, a clever hero in many stories who helps people get out of danger",Sitaegoraa_2,,,,persons,,
SN004080,someone who has infected sores on his bottom and cannot walk properly,sitaegoraa_1,,,,persons,,
SN004081,plastic string,sitiring,loanword,,,tools & weapons,,
SN004082,store,sitoa,,,c0222c5c8d486b647670c79c4a52e665,economics,,
SN004083,kind of rabbitfish; fuscous spinefoot,sitono,,,83882fcb446e406967b0cfaf72f2aa73 ; dadfb09feb92a6d40204f70d74770b1f,"animals, fishes",,Siganidae
SN004084,moon,sivao_1,,,ea1d24e8d207380e67e9f46304ce7584,environment,,
SN004085,moon light,sivao_2,,,7312efd8f21889dc185f1fb171a12f53,environment,,
SN004086,month,sivao_3,,,,time,,
SN004087,half-moon,sivao_a_takepo,,,,environment,,
SN004088,kind of drummer fish,sivasu,,,e6db9427445f2e274531f745f892eae2,"animals, fishes",,Kyphosidae
SN004089,"school (institution, building)",skul_1,,,,unclassified,,
SN004090,go to school,skul_2,,,,unclassified,,
SN004091,kind of green vegetables,soko,,,05090b81b27585e97f34d7f3cb89e3c7 ; 6a1afcfd05ad3973ca1c36852da0d48c,food & drink,,
SN004092,saw (tool),soo_1,loanword,,,tools & weapons,,
SN004093,saw something (wood),soo_2,,,,cutting,,
SN004094,male of a turtle of middle size,soreke,,,,"animals, reptiles",,
SN004095,pot; saucepan,sosopene,,,7d014188d72bc4a22a7751e8f7f069e9,containers,,
SN004096,why,sovee_me,<sovee> is always followed by <me>.,,,questions,,
SN004097,drunk man,spakman,,,,persons,,
SN004098,comb,sua_1,,,,clothing & grooming,,
SN004099,horn of a cow,sua_2,,,,"animals, mammals",,
SN004100,uncle (mother's brother),sua_3,,,,kinship,,
SN004101,flying fox,subaaka,,,3e8fc8e3d0c6d45168dccdf5a35efe0c ; 5189b29384bcdca044fd296921f24427 ; 7252e924650e8b065edc2564fddf249a,"animals, mammals",,
SN004102,Cardinal Lory,subiri,,,320a12adf3efe8eca1d6a8eecdcda224,"animals, birds",,
SN004103,Duchess Lorikeet,subiriina,,,2d176290a047c794e0a84bcc120b29da,"animals, birds",,
SN004104,grandparent; grandfather; grandmother,subu_1,,,,kinship,,
SN004105,swell; be swollen,subu_2,,,,body & health,,
SN004106,abscess,subu_3,,,,body & health,,
SN004107,swell all over,subu_oha,,,,body & health,,
SN004108,old woman; old wife,subuava,,,,persons,,
SN004109,wife,subuava,,,,,,
SN004110,witch,subuava_oraa,,,,persons,,
SN004111,mould,subugeren,,,,food & drink,,
SN004112,weed (generic term); little plant,subui_1,,,,plants,,
SN004113,be overgrown with weeds,subui_2,,,,agriculture,,
SN004114,your (sg.) grandparent,subuman,,,,kinship,,
SN004115,your (pl.) grandparent,subumeam,,,,kinship,,
SN004116,his/her grandparent,subunae,,,,kinship,,
SN004117,grandchild,subunaie,,,,kinship,,
SN004118,tomorrow; the next day,subunubu,,,,time,,
SN004119,grandparent of some people,suburio,,,,kinship,,
SN004120,their grandparent; their grandmother; their grandfather,suburiori,,,,kinship,,
SN004121,swell,subusubu,,,,body & health,,
SN004122,old women,subusubuava,,,,persons,,
SN004123,grandparents,subusubuna_beiko,In the example below the construction functions as the head of a VC.,,,kinship,,
SN004124,say something; tell something; speak about something; mention something,sue_1,,,,communication,,
SN004125,"message, word; something that is said",sue_2,In three examples below the noun <sue2> functions as a cognate object of the verb <sue1>.,,,communication,,
SN004126,be cheeky,sue_genogeno,,,,communication,,
SN004127,tell somebody something,sue_ki,"The addressee is referred to by the primary object, the content of the message by the secondary object or by direct or indirect speech.",,,communication,,
SN004128,tell the truth,sue_mamana,,,,communication,,
SN004129,"say ""thank you"" to someone",sue_mataa_ki,,,,communication,,
SN004130,promise that something will be done,sue_pina,,,,communication,,
SN004131,say something while being confused,sue_pinopino,There is only only one example,,,communication,,
SN004132,say something because of something; say something with regard to something,sue_suku,,,,communication,,
SN004133,"say ""good afternoon"" to someone",sue_tauravi_ki,,,,communication,,
SN004134,spread (the gospel),sue_tavusu_ni,,,,communication,,
SN004135,say no,sue_vaagoe,,,,communication,,
SN004136,inform someone,sue_vaanata_ni,,,,communication,,
SN004137,say something in the wrong way; unrespectfully say something,sue_vahoara_ki,,,,communication,,
SN004138,ridicule; make fun of somebody,sue_vakaru_ni,,,,communication,,
SN004139,urge someone to do something,sue_vakikis_ki,,,,communication,,
SN004140,accept; agree,sue_vamanaata_1,,,,communication,,
SN004141,permission,sue_vamanaata_2,,,,communication,,
SN004142,agree to something; give one's consent to,sue_vamanaata_ni,,,,communication,,
SN004143,correctly state something,sue_vamataa,,,,communication,,
SN004144,say something to someone in an appropriate manner,sue_vamataa_ki_1,,,,communication,,
SN004145,explain something to somebody; correct somebody saying something; make something clear to somebody,sue_vamataa_ki_2,,,,communication,,
SN004146,thank someone,sue_vamataa_ki_3,,,,communication,,
SN004147,explain something well to someone,sue_vamatamataa_ki,,,,communication,,
SN004148,alert; tell somebody to be prepared,sue_vamatatopo_nao,,,,communication,,
SN004149,talk and laugh about someone; make fun of someone,sue_vapihan_ni,,,,communication,,
SN004150,announce,sue_varaba,,,,communication,,
SN004151,tell the truth; speak truthfully,sue_vasuuna,,,,communication,,
SN004152,inform someone about something,sue_vataaree_ki,,,,communication,,
SN004153,inform someone in writing,sue_vataaree_kino,,,,communication,,
SN004154,say something about something; speak in public about something; announce something,sue_vataaree_ni,,,,communication,,
SN004155,tell somebody something straightaway,sue_vatotobin_ki,with direct speech,,,communication,,
SN004156,speak like this; say that,sue_voen,"<voen> indicates that the preceding or the following clause or clauses encode the content of what was or should me said. These clauses are syntactically independent, but sometimes translated as embedded complement clauses.",,,communication,,
SN004157,send somebody a message home,sue_voosu_ki,,,,communication,,
SN004158,be imbalanced,sueke,,,,unclassified,,
SN004159,(many people) talk about something; tell something (to many people); talk about many things,suesue,,,,communication,,
SN004160,not want; reject; hate; dislike,sugaa,,,,emotions,,
SN004161,walking stick,sugehe_1,,,,unclassified,,
SN004162,walk with a walking stick,sugehe_2,,,,motion,,
SN004163,walk on a stick,sugesugehe,,,,motion,,
SN004164,punch,sugu,,,8f671c3dd128459a11bae4e7cd53f1d3,body & health,,
SN004165,arrive,suguna,,,,motion,,
SN004166,reach somebody,suguna,,,,,,
SN004167,(of time) come,suguna,,,,time,,
SN004168,until,suguna,,,,time,,
SN004169,come back with something,suguna_vahaa_mi,,,,motion,,
SN004170,arrive as a newcomer,suguna_vavoon,,,,motion,,
SN004171,arrive one after the other,sugusuguna,,,,motion,,
SN004172,ark shellfish,sui,,,94d2973f1dfd08f04f2e100d19646de4,"animals, shellfish",,Arcidae
SN004173,ark shellfish,suii,,,,"animals, shellfish",,
SN004174,(of humans and animals) body; skin,suin,,,ce7d2fbde60ad553ac3d332312d9ebb1 ; 3aaf8bab75a9101457326662fbcbb0da,body & health,,
SN004175,(of fish) having a slippery body,suin_dohidohi,,,348fc59b7f2f3db8f2846cd37493302e,body & health,,
SN004176,having a white body; having a white skin (of animals and humans),suin_kakaavoo_1,But <kapa kakaavoo> is the standard expression for the skin of animals.,,7312efd8f21889dc185f1fb171a12f53,body & health ; colours & patterns,,
SN004177,white-skin; European,suin_kakaavoo_2,,,,persons,,
SN004178,(of fish) having a smooth body,suin_raramun,,,353da8abdc5f1a75f64b1573481c0825,body & health,,
SN004179,his/her/its body,suinae,,,,body & health,,
SN004180,your (sg.) body,suiniman,,,,body & health,,
SN004181,body; skin,suinina_1,,,,body & health,,
SN004182,someone's body,suinina_2,,,,body & health,,
SN004183,our body,suininae,,,,body & health,,
SN004184,our body,suiniraara,,,,body & health,,
SN004185,your (sg.) body,suinman,,,,body & health,,
SN004186,our body; our bodies (including yours),suinraara,"The NP <bona mooraara bara suinraara> 'our legs and bodies' is marked by the singular article of the 2nd class, <a1> ART2.SG",,,body & health,,
SN004187,"flat land, lowlands",suiri,,,,environment,,
SN004188,sugar,sukaa_1,,,,food & drink,,
SN004189,add sugar to something; sweeten with sugar,sukaa_2,,,,food & drink ; transfer,,
SN004190,"a tree that grows up to about 15 m high, found in forest regrowth and can be seen in stands",sukao,,,0a32368f49c0be1145f739ebee339c1b ; 1e0ec2d983d5e48d6f5b89473bfd587c,plants,,rhus taitensis
SN004191,follow somebody or something somewhere; follow a plan or programme,suku_1,"In the following examples, <suku> follows the head of a VC, e.g. <era> 'wanr'; <no1> 'go'; <pita> lit. 'walk'; <obete gunaha> 'lie downwards'.",,,motion,,
SN004192,because of,suku_2,<suku> is mostly incorporated in the verb complex.,,,unclassified,,
SN004193,because of this; for the reason that,suku_bene,,,,grammar,,
SN004194,kind of fragrant plant,sukuita,,,173e8a23579dd66062ac192243208dfb,plants,,
SN004195,student,sumatin,,,,persons,,
SN004196,old man (over 60 years),sumeke_1,,,,persons,,
SN004197,old age (of a man),sumeke_2,,,,time,,
