ID,Language_ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Meta_Language_ID,Comment,Corpus_Reference,Sense_IDs
XV004514,tio,Enaa tau mimi.,,,I must urinate.,,,fieldnotes 2000,SN002650
XV004515,tio,O mimi te kahi na avuhu hata maana.,,,The dog's urine smells awful.,,,SaoSen 01W 140,SN002651
XV004516,tio,O vahara beiko na kasi mimikasuana ki rori bene sumeke mene beana teve.,,,The children are digging sea worms for the old man to use as his baits.,,,fieldnotes 056,SN002652
XV004517,tio,"Sa nata haa vonaen mee, e roosuu to hae bata minae teo sinivi.",,,(He) also did not know that it was the giant who had come on board of the canoe with him.,,,Sii 06E(Joy) 220,SN002654
XV004518,tio,suku bona maa kakukaku giroas to tei minae.,,,because of the various kinds of colours it has. (lit. that it stays with),,,Sii 45W(Joy) 140,SN002654
XV004519,tio,E minista vaa Tonga na tii nana ...,,,The (Methodist) minister of Tonga was living there ...,,,Mah 01R 043,SN002655
XV004520,tio,E Masta Voice e minista kakaavoo to kikikira ni bona Siwai Circuit.,,,Mr. Voice was a white minister who looked after the Siwai Circuit.,,,Vaa Mah 06E(Eno) 085,SN002655
XV004521,tio,a abana vaarii he to minominoto amanam,,,these men who continued to harass and abuse us,,,Mor 01R 758,SN002656
XV004522,tio,A tau minominoto na teki bono sinivi te Siimaa.,,,The rascals destroyed Siimaa's canoe.,,,fieldnotes 057,SN002656 ; SN004789
XV004523,tio,Meori paa minoto amanam teebona.,,,And they fought us there. (And we fled into the jungle.),,,Mor 01E(Joy) 024,SN002657
XV004524,tio,E teiee to paa taneo vuru tea minoto?,,,Who started to fight?,,,SiiSen 01W 337,SN002657
XV004525,tio,Goe tea minoto a vununaa.,,,Do not mess up my hair.,,,SaoSen 01W 139,SN002658
XV004526,tio,Minoto e ta kaukau bara huun.,,,Mix the piece of sweet potato with the sauce.,,,fieldnotes 2005 011,SN002659
XV004527,tio,O beebee na gaagaga rori bona miraa tea purupuru.,,,The butterflies drink the dew from the flowers.,,,Sir 01W 022,SN002660
XV004528,tio,"O aoao na gaga batari bona miraa, a tabaan teori a vua veresun bara o vahara kookaa.",,,The crows drink the dew. Their food are the fruit of the wild banana tree and the little grass hoppers.,,,Sii 2008W 016,SN002660
XV004529,tio,Ae paa mirao mau bona si beiko tenaa me paa an vakavara vahau bona!,,,(She) tortured my child and has completely eaten it!,,,Aro 06R 092,SN002661
XV004530,tio,Goe tea mirao a inu to paa vigu vua beiko.,,,Do not destroy the (play)house that the child built.,,,SaoSen 01W 138,SN002661
XV004531,tio,A pikei na mirao bono ravarava te Urika.,,,A (piece of) chewing gum ruined Ulrike's sarong.,,,fieldnotes 058,SN002661 ; SN003448
XV004532,tio,Ei to pakupaku miri naori.,,,That is what I used to do with them. (i.e. when teaching),,,Sii 01R(Sii) 266,SN002662 ; SN002907 ; SN003228
XV004533,tio,"tea tabae amaa moon na vaatii miri bona maa nahu amaa berobero,",,,"because the women stored (it) with many pots,",,,Iar 02RG 038,SN002662
XV004534,tio,Ore paa taviri miri bari teo piuvu.,,,Then they go around with them in the piuvu dance.,,,San 03R 155,SN002662 ; SN004821
XV004535,tio,"Mirin vai, mirimirin vaevuru e guu,",,,"Now (it) rolled (on its back), now the pig was already rolling,",,,Aro 15R 100-101,SN002663
XV004536,tio,"A bai kuu vai, mepaa mirin me mirin.",,,"The mango fell, and it rolled and rolled.",,,Mat 01E(Joy) 032-033,SN002664
XV004537,tio,"A misimisi a kapa toutou. Sa rakerake vira haa raara tea gono, evehee beara rake e, na tahi koa raara bono makaree ge o kuna vanavana ei tea ruuvu.",,,"A misimisi pufferfish has a spiky skin. We do not want to get it very much, but if we want it, we spear it with the fishing spear or the hunting spike when we dive.",,,Eno 11W 154-156,SN002665
XV004538,tio,"Misimisi. A kapa nae na vaapeha me nana bona kioru, evehee na toutou nana. Na teitei batana tea maa kopua bara irihi. Na aniani nana bono vahara iana, katoo bara na kori batana bono vasu.",,,"Misimisi pufferfish. Its skin is similar to that of the kioru, but its skin is prickly. It stays in the lagoons and at the edge of the reef. It feeds on little fish, and crabs, and it gnaws on the stones.",,,Jub 02W 039-044,SN002665
XV004539,tio,Kokopo kaakoo en to moava kaakoo nae.,,,Cover it here where the steam comes out. (lit. where it steams),,,SiiSen 01W 251,SN002666
XV004540,tio,A tao to moava nana.,,,The earth oven is steaming.,,,SaoSen 01W 137,SN002666
XV004541,tio,Kopaa a mode.,,,Cut the watermelon from top to bottom in half.,,,SiiSen 01W 270,SN002667
XV004542,tio,"Bean neba nia mode, muu, kaukau gea taba to neba ni noman, na pura vamataa vakis nana.",,,"If you plant watermelons, taros, sweet potatoes or whatever you plant, it still grows well.",,,Nah 05E(Joy) 021-022,SN002667
XV004543,tio,"O vahara moguae o maramarabi. Eori saka kotokoto haari, na burun koari bona mooraara, o vahara moguae o bero kurus. Beori burun bona mooraara, eara repaa kiu koara tea duruhu gunaha riori kahi bono mooraara.",,,"The little moguae ants are brownish. They don't bite, they just swarm around our legs, many little moguae ants. When they swarm around our legs, we just try hard to make them fall off our legs.",,,Sii 33W 098-103,SN002668
XV004544,tio,Merau teo peho bon meori paa paku bona mohina muu ae a mohina pauna a beera kurusu.,,,"And so one day, they made a taro garden and a very big banana garden.",,,Iar 02E(Eno) 039,SN002669
XV004545,tio,Pinagi maa a mohina kaukau.,,,Weed the sweet potato garden.,,,NaphSen 02W 089,SN002670 ; SN003457
XV004546,tio,Kabuu vai bona maa mohina muu teori.,,,They prepared their taro gardens for the feast.,,,Sii 19W 029,SN002671
XV004547,tio,"A! no peha ta karuu, ean re moko e.",,,Aa! Go and climb to pick some nuts for you to eat. (lit. and then you eat them),,,Vae 01R 243,SN002672
XV004548,tio,E! E roosuu paa moko vamate niu teo ohita.,,,Hey! The giant has eaten (the nuts) from the galip nut tree until he died. (lit. has eaten nuts to death),,,Aro 12E(Joy) 058,SN002672
XV004549,tio,Moko a overe vai a naunau.,,,Eat this soft coconut.,,,SiiSen 01W 373,SN002672 ; SN002930
XV004550,tio,Eve a overe bona to rake raara tea moko.,,,That's the coconut that we like to chew.,,,Sii 38W 018,SN002672
XV004551,tio,"Beara rake tea moko ohita, eara repaa siki boha o kapa na ohita.",,,"When we want to munch galip nuts, we crush the shell of the galip nut.",,,Sii Joy 02W 028,SN002673 ; SN003994
XV004552,tio,"Ean paa penapena nia moko ohita, ean sa min moko ohita haa nom.",,,"You are forbidden to eat galip nuts, you would not eat galip nuts. (i.e. during the boys' initiation)",,,Mah 02R 008,SN002673 ; SN003950
XV004553,tio,"Aa, bean moko ohita nasu, o upee tean repaa takotakopaa.",,,"Yes, if you eat galip nuts, your upee hat will have cracks.",,,Mah 02R 009,SN002673
XV004554,tio,Ean paa penapena nia moko ohita.,,,You are forbidden to eat galip nuts.,,,NaphSen 02W 009,SN002673
XV004555,tio,Eh! E roosuu paa moko vamate niu teo ohita.,,,Hey! The giant has eaten (the nuts) from the galip nut tree until he died. (lit. has deadly eaten nuts),,,Aro 12R 132,SN002674
XV004556,tio,E! E roosuu paa moko vamate niu teo ohita.,,,Hey! The giant has eaten (the galip nuts) from the galip nut tree until he died.,,,Aro 12E(Joy) 058,SN002674
XV004557,tio,"Enaa na momoava nom, enaa na rake nom tea goroho.",,,"I am yawning, I want to sleep.",,,SaoSen 01W 136,SN002676
XV004558,tio,"Momohana. Na teitei batana paana maa vasu bara tea ahono. O momohana o raniranii. Be ranii araara, a moo raara repaa subu.",,,"Momohana. It stays under the stones and in the green seaweed. The momohana irritates our skin. When it irritates our skin, our leg swells.",,,Jub 02W 045-049,SN002677
XV004559,tio,O momohana na tei batana teo vasu bara tea maa govee ahono. O momohana o raniranii kurus. O momohana ahiki to kekeetoo. Kavara na suin nae na hapus koa ni nana bono ranii. O momohana na potee nana bona sii rutaa kuruu vaa tahii.,,,The momohana stay in the stones and the holes in the green seagrass. The momohana irritates the skin very much. The momohana does not have a fin. Its whole body is full of skin irritating hairs. The momohana is like a little snake of the sea.,,,Sii 46W 078-082,SN002677
XV004560,tio,Paa momohu pahi mau ta!,,,"He went ahead of me, didn't he?",,,Aro 05E(Eno) 056,SN002678 ; SN004278
XV004561,tio,"Momohu nasu, enaa pasi vamurina nasuu!",,,"Go ahead, I'll follow later!",,,Nan 03E(Eno) 135,SN002678
XV004562,tio,"Bara, enaa re ahe momohu.",,,"Well, I´ll count first.",,,Aro 05R 031,SN002678
XV004563,tio,A beiko momohu a moon.,,,The first child was a girl.,,,Mor 01E(Joy) 008,SN002678
XV004564,tio,E Ihugovaa teo momohu.,,,Ihugovaa (was) at the front.,,,Viv 01E(Eno) 058,SN002679
XV004565,tio,Momohu eara toro sisira o naono.,,,"First, we must examine the tree.",,,Tah 02R 005,SN002680 ; SN004076
XV004566,tio,mea si otei vai paa momohu kanam tea moroko,,,but this man was the first of us to speak,,,Mah 13E(Eno) 264,SN002681
XV004567,tio,enam bo Gabriel Sipae he momohu nia peha nao,,,when I and Gabriel Sipae led a trip (... to Panguna),,,Mah 13E(Eno) 032,SN002682
XV004568,tio,a otei to momohu ni bona puana vai,,,the man who initiated this war,,,Mah 13E(Eno) 034,SN002682
XV004569,tio,meha papana momomohu vareko bata ka ma nam.,,,"(We, our walk, we did not walk in one group.)",,,Vaa Mah 09R 188,SN002683
XV004570,tio,"E Beebete na momomohu bata kamanam, a beera ve.",,,"Beebete was ahead of us, he was older.",,,Kae 03R(Kae) 214,SN002683
XV004571,tio,"Momono vamataa bona teo paka pauna, ...",,,"(He) properly wrapped it (the fish) up in a banana leaf, ...",,,Ata 01R 057,SN002684
XV004572,tio,Momono a pisi ne guu kie beera.,,,Wrap up the pig's bottom for the chief.,,,SiiSen 01W 497,SN002684 ; SN003484
XV004573,tio,"Beo hum o momooraa, ahiki ta govee, ahiki ta puhuku.",,,"If a place is even, it does not have any holes or bumps.",,,Sii 48W 034,SN002686
XV004574,tio,O momoveresun o paapao o mataa.,,,The momoveresun mushroom is a good vegetable.,,,Sii 40W 068,SN002688
XV004575,tio,"Momoveresun ahiki be tavus pinopino, na tapogoro maana tea atovo bara tea veresun vai to koava batana ore paa muraka. Eve o hum to tapogoro nae.",,,"The momoveresun does not grow everywhere, it comes out of the sago palm and the wild banana that are rotting and have become soft. This is the place where it appears.",,,Sii 40W 069-071,SN002688 ; SN004636
XV004576,tio,"Bea huan siko, ore paa van bokoboko maa, are paa dao e bono boko veresun.",,,"When it rains, they shoot up all over the place, so that we call it 'the wild banana up-shooting'. (i.e. the mushrooms)",,,Sii 40W 072-073,SN002688
XV004577,tio,"Tea maa nubunubu tahoa nana tahii tea mona teve, ore paa rahi maa bona hoohoa.",,,"In the morning (he) paddles off to the sea in his boat, in order to catch hoohoa needlefish.",,,Nah 02R 132,SN002689 ; SN004445
XV004578,tio,O mona saka tara vaa teo sinivi haana.,,,A mona does not look like a sinivi (canoe).,,,fieldnotes 2005 012,SN002689
XV004579,tio,A bonono a monamonaa.,,,The dugong is fat.,,,Jub 02W 007,SN002691
XV004580,tio,A barii eove a iana a monamonaa.,,,The barii is a fat fish.,,,Vaa 09W 064,SN002691
XV004581,tio,A ovaova a monamonaa bara a nin mataa.,,,The Bluefin Trevally is fat and tasty.,,,Sii 42W 082,SN002691 ; SN002982
XV004582,tio,"Toopei a iana a mataa kurus, a monamonaa.",,,The unicorn fish is a very good fish; it is fat.,,,Sii 42W 112,SN002691
XV004583,tio,Meori paa monomono bona maa sii mono iana.,,,And they wrapped up the fish into wrappers (lit. and they wrapped up little fish wrappers).,,,Aro 05E(Eno) 031,SN002693 ; SN002698
XV004584,tio,"Mono vakavara vai ee, mepaa varavihi bona mono.",,,"When she had wrapped it (the blood) up (like food), she hid the parcel.",,,Nah 02E(Eno) 120,SN002693
XV004585,tio,"Beara nao tea gono ohita, eara repaa nuke bata maa ta maa paka miimiana mene mono kiikiono.",,,"When we get galip nuts, we pick some miimiana palm leaves for wrapping the kiikiono.",,,Sii 15W 075,SN002696
XV004586,tio,bean paku bata nom amaa vahara mono kiikiono tean,,,when you make your little kiikiono wrappers,,,Hel 02R 057,SN002696
XV004587,tio,Monomono a goroto.,,,Wrap the turtle up into parcels.,,,Naph 01W 050,SN002698
XV004588,tio,meori paa takin meori paa monomono kasuana.,,,and they went out of the water and wrapped (the fish) into wrappers on the beach.,,,Aro 05R 027,SN002698
XV004589,tio,A kiu vaa tea kaku guu na vaantee nana teo hum vaa tea monomono.,,,The work of butchering the pig ends with the wrapping of parcels.,,,Eno 10E(Eno) 061,SN002698
XV004590,tio,A bua moo na otei vaoi a kokorus.,,,The two legs of that man are crippled.,,,SiiSen 01W 254a,SN002699
XV004591,tio,Kahi sisibuu rori bona maa moo rio abana vai to kahi nomaa rori.,,,They would wash the feet of the men who would come.,,,Vaa Mah 05R 055,SN002699 ; SN004071
XV004592,tio,Ean toro mosi a moonaa.,,,You must cut off my leg.,,,San 01R 041,SN002699 ; SN002714
XV004593,tio,"Be ranii araara, a moo raara repaa subu.",,,"When it irritates our skin, our leg swells.",,,Jub 02W 049-050,SN002699
XV004594,tio,Amaa moon toro vakokoa garuhu bona moo na aba vai a suguna vavoon tea peha vaan.,,,The women must wash the feet of this person who has arrived as a newcomer in a village.,,,SiiSen 01W 243,SN002699 ; SN002712 ; SN004170 ; SN005841 ; SN005855
XV004595,tio,O moo matau to kom vahoara bono deana.,,,It was the right foot which accidentally stepped on the sea urchin.,,,Primer 05W:9a,SN002700
XV004596,tio,O vahutate ne Moogee bo Bakubaku. Teo peho vuri na teitei roho a peha sii moogee. Eove he na teitei roho rapana kasuana.,,,"The story about Monkey and Shark. Once upon a time there was a little monkey, he was living near the beach.",,,Ter 01E(Eno) 001,SN002702
XV004597,tio,"Okay, e moogee gunaha koa maa teo naono, toka toon ne bakubaku-",,,"Okay, Monkey just came down the tree, perched onto Shark's back.",,,Ter 01RG 058-059,SN002702 ; SN005006
XV004598,tio,"O hum to tavus nana o moogoo, beara tagava o atovo, are paa kosi vakavara e, are paa kokopo vahaa o rom atovo bona pate raon. Murina buaku a sivao, ean repaa nao vahaa tea kepo o tete atovo tean. Teebona to pasi vurahe noman o moogoo tean o bero kurus.",,,"As for the place where the sago grub appears, when we fell a sago palm, we cut off its fronds, then we cover the sago palm stem again with raon leaves. After two months you go there again and chop your sago palm log. There you will find plenty sago palm grubs.",,,Sii 33W 089-094,SN002703
XV004599,tio,O moogoo mee na tavus nana teo naono vai to dao raara bono pakoo.,,,The grub also comes out of the tree that we call pakoo (Albert palm).,,,Sii 33W 096,SN002703
XV004600,tio,Ore paa moomono bona suin nae bono pakapaka teve ore paa goroho.,,,Then he covers his body with his wings and sleeps. (i.e. the flying fox),,,Sii 10W 066,SN002704
XV004601,tio,"O paka raon na moomono iana, guu ae goroto ni raara beara tau tao.",,,"The heliconia indica leaves are used for wrapping up fish, pigs and turtles when we are about to make an oven.",,,Sii 17W 319,SN002705 ; SN003193 ; SN003739 ; SN004589
XV004602,tio,"O guu vai o beera na dao raara bono moomoo, bea guu otei ge bea pusuguu.",,,"The adult pigs are called moomoo, be it a male pig or a sow.",,,Sii 09W 011,SN002706 ; SN003648 ; SN003653
XV004603,tio,"E guu vai a rutaa a kakuavana, e guu vai a vaaromuna, ore paa moomoo vahaa.",,,"This small pig is a kakuavana, this pig is of a middle size, then it becomes an adult pig.",,,SaoSen 01W 135,SN002706
XV004604,tio,mepaa goroho tasusu vahaa kasuana tea moomoo.,,,and is fast asleep again on the beach in the shadow.,,,Jan 01W 262,SN002707
XV004605,tio,"A moon teve repaa an nana bona maa taba an amaa mataa, ...",,,Then his wife always ate the good things ...,,,Sha 01RG 018,SN002709
XV004606,tio,A bonono vai a moon na tei me nana bona bua kookoo ae navis.,,,The female dudong has two breasts and a vagina.,,,Jub 02W 005,SN002710
XV004607,tio,"Naa kahi sue nom a tantaneo na moon, be kahi gono bona revasin momohu teve.",,,"I am going to speak about the beginning of womanhood, when (she) would get her first menstruation.",,,Nan 02R 004-005,SN002711 ; SN003786 ; SN004586
XV004608,tio,... teo hum to paa garuhu vori bona moona beiko.,,,... at the place where they washed the child´s feet.,,,Kor 01R 044,SN002712
XV004609,tio,Na tei me nana bono peha totoka o moona.,,,(The Dragon Fly) has six legs.,,,Sir 01W 038,SN002713
XV004610,tio,Na tei me nana bono dorana o moona ae o dorana o kurina.,,,(The spider) has four legs and four arms.,,,Sir 01W 086,SN002713
XV004611,tio,"A otei na ato nana tea bua moone toa, evehee tea vasuruvu bona, a revasin re oro gunaha.",,,"The man is holding the two chicken legs, while turning it upside down, so that the blood can flow down.",,,Joy 11W 003-004,SN002715 ; SN003113 ; SN006182
XV004612,tio,Enam na gonogono moonii roho.,,,We used to get money before.,,,Pur 01R(Pur) 628,SN002716
